year,school_name,elevated_result,math_score,ela_score,dbn,total_enrollment,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,number_female,percent_female,number_male,percent_male,number_asian,percent_asian,number_black,percent_black,number_hispanic,percent_hispanic,number_multiple_race_categories_not_represented,percent_multiple_race_categories_not_represented,number_white,percent_white,number_students_with_disabilities,percent_students_with_disabilities,number_english_language_learners,percent_english_language_learners,number_poverty,percent_poverty,economic_need_index,school_year
2017,BELL ACADEMY,1,327,331,25Q294,369,0,0,0,0,0,0,0,104,141,124,0,0,0,0,184,49.9,185,50.1,124,33.6,18,4.9,109,29.5,3,0.8,115,31.2,74,20.1,7,1.9,195,52.8,29.4,2016-17
2017,BLUEPRINT MIDDLE SCHOOL,1,285,297,08X562,333,0,0,0,0,0,0,0,128,89,116,0,0,0,0,169,50.8,164,49.2,71,21.3,49,14.7,191,57.4,4,1.2,18,5.4,66,19.8,61,18.3,298,89.5,74.9,2016-17
2017,BRIGHTER CHOICE COMMUNITY SCHOOL,1,299,313,16K627,317,34,48,38,60,43,56,38,0,0,0,0,0,0,0,162,51.1,155,48.9,2,0.6,204,64.4,104,32.8,1,0.3,6,1.9,52,16.4,11,3.5,279,88,79.4,2016-17
2017,BRONX ALLIANCE MIDDLE SCHOOL,1,276,293,11X355,332,0,0,0,0,0,0,0,100,123,109,0,0,0,0,150,45.2,182,54.8,11,3.3,199,59.9,112,33.7,5,1.5,5,1.5,79,23.8,27,8.1,277,83.4,69.3,2016-17
2017,BRONX DANCE ACADEMY SCHOOL,1,298,307,10X308,275,0,0,0,0,0,0,0,99,84,92,0,0,0,0,209,76,66,24,7,2.5,57,20.7,209,76,1,0.4,1,0.4,63,22.9,14,5.1,246,89.5,78.2,2016-17
2017,BRONX GREEN MIDDLE SCHOOL,1,286,297,11X326,394,0,0,0,0,0,0,0,132,130,132,0,0,0,0,192,48.7,202,51.3,27,6.9,95,24.1,225,57.1,3,0.8,44,11.2,92,23.4,63,16,376,95.4,71.5,2016-17
2017,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,1,304,310,09X413,410,0,0,0,0,0,0,0,48,53,44,90,81,58,36,225,54.9,185,45.1,35,8.5,119,29,244,59.5,6,1.5,6,1.5,74,18,42,10.2,301,73.4,83.6,2016-17
2017,BRONX LATIN,1,282,295,12X267,561,0,0,0,0,0,0,0,76,73,84,97,81,79,71,240,42.8,321,57.2,8,1.4,109,19.4,436,77.7,3,0.5,5,0.9,146,26,74,13.2,538,95.9,82.9,2016-17
2017,BRONX LITTLE SCHOOL,1,283,289,12X691,318,18,39,56,44,52,54,55,0,0,0,0,0,0,0,160,50.3,158,49.7,35,11,61,19.2,213,67,6,1.9,3,0.9,77,24.2,55,17.3,290,91.2,79,2016-17
2017,BRONX PARK MIDDLE SCHOOL,1,285,299,11X556,394,0,0,0,0,0,0,0,129,128,137,0,0,0,0,196,49.7,198,50.3,33,8.4,83,21.1,236,59.9,5,1.3,37,9.4,76,19.3,68,17.3,344,87.3,76.2,2016-17
2017,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",1,299,311,09X505,774,0,0,0,0,0,0,0,97,89,97,143,135,114,99,426,55,348,45,10,1.3,192,24.8,550,71.1,14,1.8,8,1,163,21.1,56,7.2,707,91.3,80.1,2016-17
2017,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,1,282,300,08X269,638,0,0,0,0,0,0,0,101,88,95,137,110,68,39,346,54.2,292,45.8,5,0.8,137,21.5,485,76,3,0.5,8,1.3,174,27.3,78,12.2,496,77.7,84.5,2016-17
2017,BRONX WRITING ACADEMY,1,279,287,09X323,451,0,0,0,0,0,0,0,149,153,149,0,0,0,0,251,55.7,200,44.3,7,1.6,147,32.6,284,63,4,0.9,9,2,98,21.7,122,27.1,432,95.8,85.9,2016-17
2017,BROOKLYN ARBOR ELEMENTARY SCHOOL,1,305,304,14K414,606,36,67,76,113,107,109,98,0,0,0,0,0,0,0,296,48.8,310,51.2,15,2.5,17,2.8,385,63.5,23,3.8,166,27.4,134,22.1,54,8.9,366,60.4,55.3,2016-17
2017,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,1,281,285,17K705,378,53,78,61,60,53,43,30,0,0,0,0,0,0,0,175,46.3,203,53.7,20,5.3,176,46.6,108,28.6,4,1.1,70,18.5,102,27,40,10.6,244,64.6,54.4,2016-17
2017,BROOKLYN BROWNSTONE SCHOOL,0,304,320,16K628,244,36,58,46,29,26,22,27,0,0,0,0,0,0,0,142,58.2,102,41.8,1,0.4,182,74.6,28,11.5,5,2,28,11.5,39,16,0,0,165,67.6,60.8,2016-17
2017,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),1,283,296,23K664,89,0,0,0,0,0,0,0,21,26,42,0,0,0,0,47,52.8,42,47.2,0,0,72,80.9,13,14.6,0,0,4,4.5,23,25.8,1,1.1,84,94.4,88,2016-17
2017,BROOKLYN GARDENS ELEMENTARY SCHOOL,1,272,287,19K557,335,25,48,57,52,54,53,46,0,0,0,0,0,0,0,163,48.7,172,51.3,1,0.3,210,62.7,112,33.4,4,1.2,8,2.4,101,30.1,23,6.9,306,91.3,93.4,2016-17
2017,BROOKLYN LANDMARK ELEMENTARY SCHOOL,1,319,325,23K599,311,31,48,48,51,38,47,48,0,0,0,0,0,0,0,161,51.8,150,48.2,6,1.9,224,72,74,23.8,4,1.3,3,1,71,22.8,12,3.9,267,85.9,82.1,2016-17
2017,BROOKLYN SCHOOL OF INQUIRY,1,348,342,20K686,585,0,51,62,64,65,64,65,65,87,62,0,0,0,0,294,50.3,291,49.7,108,18.5,29,5,24,4.1,17,2.9,407,69.6,40,6.8,49,8.4,125,21.4,20.7,2016-17
2017,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,1,291,308,18K763,225,0,0,0,0,0,0,0,76,78,71,0,0,0,0,86,38.2,139,61.8,1,0.4,215,95.6,5,2.2,3,1.3,1,0.4,36,16,4,1.8,178,79.1,48.5,2016-17
2017,BROOKLYN STUDIO SECONDARY SCHOOL,1,302,310,21K690,926,0,0,0,0,0,0,0,102,87,84,226,161,128,138,469,50.6,457,49.4,182,19.7,34,3.7,274,29.6,8,0.9,428,46.2,186,20.1,134,14.5,693,74.8,61.3,2016-17
2017,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,1,274,286,23K363,88,0,0,0,0,0,0,0,30,21,37,0,0,0,0,53,60.2,35,39.8,0,0,57,64.8,27,30.7,2,2.3,2,2.3,33,37.5,7,8,84,95.5,89.3,2016-17
2017,CASTLE BRIDGE SCHOOL,1,329,323,06M513,227,18,37,35,33,36,44,24,0,0,0,0,0,0,0,115,50.7,112,49.3,4,1.8,24,10.6,147,64.8,7,3.1,45,19.8,72,31.7,61,26.9,139,61.2,57.9,2016-17
2017,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,1,272,287,28Q072,442,0,0,0,0,0,0,0,129,125,188,0,0,0,0,182,41.2,260,58.8,49,11.1,299,67.6,56,12.7,34,7.7,4,0.9,122,27.6,28,6.3,335,75.8,62.6,2016-17
2017,CENTRAL PARK EAST I,1,284,299,04M497,214,31,29,30,37,33,30,24,0,0,0,0,0,0,0,105,49.1,109,50.9,25,11.7,37,17.3,62,29,26,12.1,64,29.9,36,16.8,4,1.9,77,36,39.2,2016-17
2017,CENTRAL PARK EAST II,1,303,312,04M964,387,18,44,44,48,49,53,53,48,30,0,0,0,0,0,196,50.6,191,49.4,26,6.7,114,29.5,130,33.6,31,8,86,22.2,87,22.5,4,1,121,31.3,48.7,2016-17
2017,CHANNEL VIEW SCHOOL FOR RESEARCH,1,296,305,27Q262,804,0,0,0,0,0,0,0,133,93,87,128,121,130,112,404,50.2,400,49.8,69,8.6,356,44.3,262,32.6,11,1.4,106,13.2,109,13.6,17,2.1,602,74.9,53.5,2016-17
2017,CHRISTOPHER AVENUE COMMUNITY SCHOOL,1,287,296,23K401,299,31,40,58,52,49,33,36,0,0,0,0,0,0,0,146,48.8,153,51.2,0,0,205,68.6,87,29.1,3,1,4,1.3,78,26.1,15,5,290,97,94.9,2016-17
2017,CITY COLLEGE ACADEMY OF THE ARTS,1,300,312,06M293,598,0,0,0,0,0,0,0,86,92,78,96,84,86,76,329,55,269,45,3,0.5,21,3.5,557,93.1,2,0.3,15,2.5,85,14.2,32,5.4,463,77.4,71.6,2016-17
2017,CITY KNOLL MIDDLE SCHOOL,1,293,305,02M933,247,0,0,0,0,0,0,0,85,74,88,0,0,0,0,141,57.1,106,42.9,25,10.1,49,19.8,124,50.2,8,3.2,41,16.6,83,33.6,20,8.1,185,74.9,54.1,2016-17
2017,COLLABORATIVE ARTS MIDDLE SCHOOL,1,279,291,29Q355,341,0,0,0,0,0,0,0,95,110,136,0,0,0,0,168,49.3,173,50.7,7,2.1,298,87.4,27,7.9,4,1.2,5,1.5,90,26.4,12,3.5,252,73.9,55,2016-17
2017,COLUMBIA SECONDARY SCHOOL,1,343,342,05M362,687,0,0,0,0,0,0,0,99,100,98,101,101,95,93,348,50.7,339,49.3,79,11.5,157,22.9,290,42.2,20,2.9,141,20.5,85,12.4,2,0.3,378,55,47.8,2016-17
2017,COMMUNITY ACTION SCHOOL - MS 258,1,307,310,03M258,223,0,0,0,0,0,0,0,82,59,82,0,0,0,0,98,43.9,125,56.1,3,1.3,102,45.7,95,42.6,1,0.4,22,9.9,61,27.4,5,2.2,135,60.5,66.6,2016-17
2017,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,1,289,303,06M346,663,0,0,0,0,0,0,0,96,92,90,99,101,100,85,331,49.9,332,50.1,6,0.9,52,7.8,593,89.4,5,0.8,7,1.1,122,18.4,113,17,612,92.3,81.1,2016-17
2017,COMMUNITY MATH & SCIENCE PREP,1,266,273,06M328,246,0,0,0,0,0,0,0,54,88,104,0,0,0,0,105,42.7,141,57.3,6,2.4,38,15.4,200,81.3,0,0,2,0.8,80,32.5,118,48,232,94.3,77.6,2016-17
2017,COMMUNITY VOICES MIDDLE SCHOOL,1,280,296,29Q356,314,0,0,0,0,0,0,0,93,105,116,0,0,0,0,147,46.8,167,53.2,6,1.9,275,87.6,22,7,7,2.2,4,1.3,74,23.6,19,6.1,238,75.8,57.4,2016-17
2017,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,0,312,306,09X327,719,0,0,0,0,0,0,0,97,100,98,102,129,93,100,346,48.1,373,51.9,4,0.6,150,20.9,559,77.7,2,0.3,4,0.6,164,22.8,87,12.1,628,87.3,83.5,2016-17
2017,CONCOURSE VILLAGE ELEMENTARY SCHOOL,1,341,335,07X359,342,32,55,68,56,45,41,45,0,0,0,0,0,0,0,160,46.8,182,53.2,1,0.3,110,32.2,220,64.3,3,0.9,8,2.3,75,21.9,65,19,326,95.3,80,2016-17
2017,CONSELYEA PREPARATORY SCHOOL,1,307,318,14K577,506,0,0,0,0,0,0,0,181,173,152,0,0,0,0,290,57.3,216,42.7,14,2.8,22,4.3,284,56.1,3,0.6,183,36.2,102,20.2,21,4.2,227,44.9,50.9,2016-17
2017,CORNERSTONE ACADEMY FOR SOCIAL ACTION,1,296,297,11X189,395,32,52,60,70,65,55,61,0,0,0,0,0,0,0,192,48.6,203,51.4,2,0.5,206,52.2,164,41.5,9,2.3,14,3.5,73,18.5,18,4.6,358,90.6,72,2016-17
2017,CORONA ARTS & SCIENCES ACADEMY,1,296,298,24Q311,537,0,0,0,0,0,0,0,296,121,120,0,0,0,0,257,47.9,280,52.1,12,2.2,5,0.9,517,96.3,0,0,3,0.6,86,16,116,21.6,523,97.4,74.8,2016-17
2017,CRESTON ACADEMY,1,293,293,10X447,474,0,0,0,0,0,0,0,148,164,162,0,0,0,0,237,50,237,50,10,2.1,50,10.5,408,86.1,1,0.2,5,1.1,99,20.9,162,34.2,435,91.8,91.6,2016-17
2017,CYNTHIA JENKINS SCHOOL,1,287,297,29Q037,508,44,73,66,78,88,78,81,0,0,0,0,0,0,0,248,48.8,260,51.2,13,2.6,448,88.2,40,7.9,6,1.2,1,0.2,103,20.3,20,3.9,377,74.2,60.3,2016-17
2017,DOCK STREET SCHOOL FOR STEAM STUDIES,1,301,304,13K313,137,0,0,0,0,0,0,0,103,16,18,0,0,0,0,73,53.3,64,46.7,9,6.6,91,66.4,33,24.1,1,0.7,3,2.2,39,28.5,3,2.2,106,77.4,66.9,2016-17
2017,DOS PUENTES ELEMENTARY SCHOOL,1,287,302,06M103,280,0,75,72,68,65,0,0,0,0,0,0,0,0,0,136,48.6,144,51.4,2,0.7,6,2.1,215,76.8,2,0.7,55,19.6,71,25.4,104,37.1,187,66.8,61.6,2016-17
2017,DR. JACQUELINE PEEK-DAVIS SCHOOL,1,300,303,17K012,241,20,37,39,47,44,27,27,0,0,0,0,0,0,0,116,48.1,125,51.9,0,0,177,73.4,53,22,2,0.8,9,3.7,66,27.4,17,7.1,223,92.5,80.8,2016-17
2017,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,1,272,291,13K265,401,0,0,0,0,0,0,0,35,37,35,80,97,51,66,234,58.4,167,41.6,7,1.7,280,69.8,98,24.4,13,3.2,3,0.7,92,22.9,14,3.5,323,80.5,78.2,2016-17
2017,E.S.M.T- I.S. 190,1,284,296,12X190,246,0,0,0,0,0,0,0,90,81,75,0,0,0,0,119,48.4,127,51.6,3,1.2,67,27.2,172,69.9,2,0.8,2,0.8,74,30.1,24,9.8,216,87.8,83.2,2016-17
2017,EAGLE ACADEMY FOR YOUNG MEN,0,273,289,09X231,526,0,0,0,0,0,0,0,69,57,72,102,96,75,55,0,0,526,100,5,1,300,57,207,39.4,12,2.3,2,0.4,149,28.3,23,4.4,421,80,70.9,2016-17
2017,EAGLE ACADEMY FOR YOUNG MEN II,1,299,296,23K644,626,0,0,0,0,0,0,0,100,85,86,96,95,89,75,0,0,626,100,3,0.5,562,89.8,45,7.2,10,1.6,6,1,160,25.6,4,0.6,492,78.6,66.7,2016-17
2017,EAGLE ACADEMY FOR YOUNG MEN III,1,280,294,29Q327,507,0,0,0,0,0,0,0,84,72,81,73,85,58,54,0,0,507,100,4,0.8,448,88.4,21,4.1,26,5.1,8,1.6,127,25,2,0.4,369,72.8,40.1,2016-17
2017,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,1,268,285,05M148,274,0,0,0,0,0,0,0,71,57,60,86,0,0,0,0,0,274,100,0,0,194,70.8,68,24.8,9,3.3,3,1.1,72,26.3,7,2.6,207,75.5,71.3,2016-17
2017,EARTH SCHOOL,1,298,315,01M364,331,36,48,48,56,48,49,46,0,0,0,0,0,0,0,163,49.2,168,50.8,20,6,43,13,113,34.1,28,8.5,127,38.4,85,25.7,17,5.1,164,49.5,44.8,2016-17
2017,EAST BRONX ACADEMY FOR THE FUTURE,1,278,292,12X271,673,0,0,0,0,0,0,0,76,87,101,90,109,110,100,331,49.2,342,50.8,6,0.9,186,27.6,467,69.4,11,1.6,3,0.4,215,31.9,78,11.6,599,89,86.1,2016-17
2017,EAST ELMHURST COMMUNITY SCHOOL,1,315,313,30Q329,304,0,77,77,79,71,0,0,0,0,0,0,0,0,0,139,45.7,165,54.3,10,3.3,25,8.2,258,84.9,2,0.7,9,3,55,18.1,151,49.7,289,95.1,60.9,2016-17
2017,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,1,277,294,18K581,127,0,0,0,0,0,0,0,58,27,42,0,0,0,0,59,46.5,68,53.5,0,0,107,84.3,7,5.5,8,6.3,5,3.9,32,25.2,20,15.7,121,95.3,66.7,2016-17
2017,EAST FORDHAM ACADEMY FOR THE ARTS,0,260,284,10X459,264,0,0,0,0,0,0,0,69,89,106,0,0,0,0,134,50.8,130,49.2,4,1.5,39,14.8,218,82.6,2,0.8,1,0.4,74,28,64,24.2,238,90.2,92.7,2016-17
2017,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,1,289,291,19K677,530,29,73,82,74,91,92,89,0,0,0,0,0,0,0,249,47,281,53,17,3.2,289,54.5,203,38.3,9,1.7,12,2.3,119,22.5,88,16.6,481,90.8,83.2,2016-17
2017,EAST NEW YORK FAMILY ACADEMY,1,300,305,19K409,511,0,0,0,0,0,0,0,79,71,75,117,67,47,55,253,49.5,258,50.5,19,3.7,322,63,159,31.1,7,1.4,4,0.8,107,20.9,21,4.1,395,77.3,72.7,2016-17
2017,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,1,268,287,19K678,249,0,0,0,0,0,0,0,88,76,85,0,0,0,0,123,49.4,126,50.6,9,3.6,139,55.8,96,38.6,1,0.4,4,1.6,67,26.9,25,10,225,90.4,84.5,2016-17
2017,EAST SIDE COMMUNITY SCHOOL,1,309,314,01M450,699,0,0,0,0,0,0,0,108,91,107,107,96,101,89,335,47.9,364,52.1,78,11.2,126,18,381,54.5,21,3,93,13.3,200,28.6,4,0.6,475,68,57.5,2016-17
2017,"EAST SIDE ELEMENTARY SCHOOL, PS 267",1,338,338,02M267,401,20,82,73,56,66,58,46,0,0,0,0,0,0,0,204,50.9,197,49.1,42,10.5,5,1.2,35,8.7,6,1.5,313,78.1,75,18.7,16,4,24,6,3,2016-17
2017,EAST SIDE MIDDLE SCHOOL,1,362,349,02M114,443,0,0,0,0,0,0,0,151,147,145,0,0,0,0,231,52.1,212,47.9,62,14,14,3.2,40,9,38,8.6,289,65.2,70,15.8,0,0,31,7,7.8,2016-17
2017,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,1,334,327,25Q281,685,0,0,0,0,0,0,0,110,115,111,98,84,85,82,324,47.3,361,52.7,451,65.8,67,9.8,122,17.8,11,1.6,34,5,82,12,45,6.6,560,81.8,48.4,2016-17
2017,EBBETS FIELD MIDDLE SCHOOL,1,279,287,17K352,167,0,0,0,0,0,0,0,45,59,63,0,0,0,0,76,45.5,91,54.5,10,6,104,62.3,48,28.7,2,1.2,3,1.8,45,26.9,37,22.2,158,94.6,71,2016-17
2017,ELIJAH STROUD MIDDLE SCHOOL,1,285,302,17K353,164,0,0,0,0,0,0,0,52,44,68,0,0,0,0,75,45.7,89,54.3,4,2.4,133,81.1,26,15.9,1,0.6,0,0,55,33.5,12,7.3,150,91.5,75.1,2016-17
2017,ELLA BAKER SCHOOL,1,314,320,02M225,311,38,38,36,35,30,38,26,26,22,22,0,0,0,0,157,50.5,154,49.5,18,5.8,52,16.7,117,37.6,22,7.1,102,32.8,70,22.5,9,2.9,113,36.3,32.7,2016-17
2017,ELM TREE ELEMENTARY SCHOOL,1,316,318,24Q211,270,0,90,77,62,41,0,0,0,0,0,0,0,0,0,133,49.3,137,50.7,10,3.7,1,0.4,257,95.2,1,0.4,1,0.4,50,18.5,170,63,258,95.6,75.1,2016-17
2017,EMOLIOR ACADEMY,1,278,293,12X383,251,0,0,0,0,0,0,0,80,89,82,0,0,0,0,124,49.4,127,50.6,7,2.8,54,21.5,165,65.7,18,7.2,7,2.8,73,29.1,52,20.7,220,87.6,86.8,2016-17
2017,ESPERANZA PREPARATORY ACADEMY,1,283,291,04M372,586,0,0,0,0,0,0,0,61,69,87,105,101,87,76,276,47.1,310,52.9,10,1.7,64,10.9,502,85.7,0,0,10,1.7,147,25.1,175,29.9,494,84.3,85,2016-17
2017,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,1,269,286,32K562,325,0,0,0,0,0,0,0,129,97,99,0,0,0,0,155,47.7,170,52.3,2,0.6,84,25.8,231,71.1,2,0.6,6,1.8,86,26.5,70,21.5,287,88.3,80,2016-17
2017,FAIRMONT NEIGHBORHOOD SCHOOL,1,261,271,12X314,321,25,40,38,47,53,45,73,0,0,0,0,0,0,0,174,54.2,147,45.8,1,0.3,123,38.3,190,59.2,3,0.9,4,1.2,97,30.2,45,14,307,95.6,84.6,2016-17
2017,FANNIE LOU HAMER MIDDLE SCHOOL,1,271,290,12X286,272,0,0,0,0,0,0,0,94,84,94,0,0,0,0,137,50.4,135,49.6,3,1.1,69,25.4,193,71,1,0.4,6,2.2,70,25.7,42,15.4,219,80.5,85.6,2016-17
2017,FORT GREENE PREPARATORY ACADEMY,1,265,293,13K691,218,0,0,0,0,0,0,0,59,77,82,0,0,0,0,97,44.5,121,55.5,6,2.8,133,61,67,30.7,4,1.8,8,3.7,56,25.7,18,8.3,180,82.6,76.4,2016-17
2017,FREDERICK DOUGLASS ACADEMY,1,274,289,05M499,1433,0,0,0,0,0,0,0,98,85,83,323,269,273,302,645,45,788,55,21,1.5,1006,70.2,343,23.9,39,2.7,24,1.7,221,15.4,41,2.9,1042,72.7,70,2016-17
2017,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,1,305,300,03M860,386,0,0,0,0,0,0,0,11,8,30,111,95,75,56,153,39.6,233,60.4,11,2.8,247,64,114,29.5,8,2.1,6,1.6,95,24.6,36,9.3,277,71.8,75.9,2016-17
2017,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,1,272,293,12X273,248,0,0,0,0,0,0,0,84,80,84,0,0,0,0,119,48,129,52,5,2,81,32.7,157,63.3,1,0.4,4,1.6,62,25,22,8.9,193,77.8,83.9,2016-17
2017,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,1,297,309,19K452,324,0,0,0,0,0,0,0,121,105,98,0,0,0,0,189,58.3,135,41.7,13,4,244,75.3,62,19.1,2,0.6,3,0.9,53,16.4,9,2.8,300,92.6,64.1,2016-17
2017,GOLDIE MAPLE ACADEMY,1,285,307,27Q333,478,53,70,56,70,46,42,42,26,31,42,0,0,0,0,270,56.5,208,43.5,15,3.1,342,71.5,87,18.2,22,4.6,12,2.5,33,6.9,1,0.2,405,84.7,65.7,2016-17
2017,GRANT AVENUE ELEMENTARY SCHOOL,1,290,291,09X449,444,18,72,69,75,93,58,59,0,0,0,0,0,0,0,209,47.1,235,52.9,20,4.5,126,28.4,276,62.2,13,2.9,9,2,139,31.3,104,23.4,440,99.1,84.8,2016-17
2017,HAMILTON GRANGE MIDDLE SCHOOL,1,292,296,06M209,246,0,0,0,0,0,0,0,88,83,75,0,0,0,0,109,44.3,137,55.7,3,1.2,26,10.6,208,84.6,2,0.8,7,2.8,50,20.3,75,30.5,223,90.7,77.6,2016-17
2017,HAMILTON HEIGHTS SCHOOL,1,278,282,06M368,202,0,31,41,35,37,35,23,0,0,0,0,0,0,0,93,46,109,54,7,3.5,40,19.8,114,56.4,10,5,31,15.3,30,14.9,37,18.3,143,70.8,66.1,2016-17
2017,HARBOR HEIGHTS,1,278,262,06M349,155,0,0,0,0,0,0,0,34,56,65,0,0,0,0,74,47.7,81,52.3,0,0,0,0,154,99.4,1,0.6,0,0,1,0.6,139,89.7,149,96.1,75.2,2016-17
2017,HAWTREE CREEK MIDDLE SCHOOL,1,286,302,27Q297,402,0,0,0,0,0,0,0,120,120,162,0,0,0,0,200,49.8,202,50.2,107,26.6,159,39.6,78,19.4,48,11.9,10,2.5,84,20.9,20,5,351,87.3,49.1,2016-17
2017,HIGHLAND PARK COMMUNITY SCHOOL,1,279,296,19K760,298,0,0,0,0,0,0,0,101,97,100,0,0,0,0,125,41.9,173,58.1,8,2.7,54,18.1,227,76.2,6,2,3,1,54,18.1,44,14.8,276,92.6,74.2,2016-17
2017,HOSTOS-LINCOLN ACADEMY OF SCIENCE,1,282,302,07X500,527,0,0,0,0,0,0,0,58,49,68,91,101,82,78,283,53.7,244,46.3,16,3,105,19.9,392,74.4,8,1.5,6,1.1,104,19.7,25,4.7,423,80.3,80.4,2016-17
2017,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,1,314,315,30Q291,410,0,0,0,0,0,0,0,124,152,134,0,0,0,0,218,53.2,192,46.8,55,13.4,44,10.7,216,52.7,16,3.9,79,19.3,95,23.2,22,5.4,245,59.8,45.7,2016-17
2017,I. S. 381,1,300,306,22K381,290,0,0,0,0,0,0,0,94,106,90,0,0,0,0,144,49.7,146,50.3,25,8.6,155,53.4,53,18.3,6,2.1,51,17.6,61,21,44,15.2,181,62.4,59.2,2016-17
2017,I.S. 007 ELIAS BERNSTEIN,1,325,323,31R007,1165,0,0,0,0,0,0,0,377,389,399,0,0,0,0,595,51.1,570,48.9,55,4.7,5,0.4,84,7.2,14,1.2,1007,86.4,193,16.6,10,0.9,405,34.8,21.5,2016-17
2017,I.S. 010 HORACE GREELEY,1,304,312,30Q010,754,0,0,0,0,0,0,0,228,233,293,0,0,0,0,341,45.2,413,54.8,167,22.1,51,6.8,399,52.9,10,1.3,127,16.8,129,17.1,106,14.1,453,60.1,59.9,2016-17
2017,I.S. 024 MYRA S. BARNES,1,307,317,31R024,1298,0,0,0,0,0,0,0,453,387,458,0,0,0,0,636,49,662,51,50,3.9,19,1.5,179,13.8,11,0.8,1039,80,319,24.6,27,2.1,511,39.4,27.4,2016-17
2017,I.S. 025 ADRIEN BLOCK,1,324,319,25Q025,957,0,0,0,0,0,0,0,341,318,298,0,0,0,0,441,46.1,516,53.9,485,50.7,17,1.8,230,24,11,1.1,214,22.4,160,16.7,125,13.1,505,52.8,29.9,2016-17
2017,I.S. 027 ANNING S. PRALL,1,295,313,31R027,1004,0,0,0,0,0,0,0,321,325,358,0,0,0,0,503,50.1,501,49.9,100,10,241,24,400,39.8,10,1,253,25.2,225,22.4,56,5.6,735,73.2,55.4,2016-17
2017,I.S. 034 TOTTENVILLE,1,323,318,31R034,1122,0,0,0,0,0,0,0,350,383,389,0,0,0,0,556,49.6,566,50.4,41,3.7,4,0.4,119,10.6,7,0.6,951,84.8,307,27.4,21,1.9,375,33.4,22.1,2016-17
2017,I.S. 051 EDWIN MARKHAM,1,288,297,31R051,1287,0,0,0,0,0,0,0,450,437,400,0,0,0,0,643,50,644,50,82,6.4,306,23.8,550,42.7,17,1.3,332,25.8,377,29.3,107,8.3,983,76.4,59,2016-17
2017,I.S. 059 SPRINGFIELD GARDENS,1,282,298,29Q059,573,0,0,0,0,0,0,0,187,203,183,0,0,0,0,279,48.7,294,51.3,5,0.9,517,90.2,34,5.9,12,2.1,5,0.9,136,23.7,10,1.7,411,71.7,45.5,2016-17
2017,I.S. 061 LEONARDO DA VINCI,0,289,298,24Q061,2175,0,0,0,0,0,0,0,746,686,743,0,0,0,0,1027,47.2,1148,52.8,138,6.3,62,2.9,1930,88.7,5,0.2,40,1.8,412,18.9,666,30.6,2071,95.2,70,2016-17
2017,I.S. 061 WILLIAM A MORRIS,1,282,298,31R061,1053,0,0,0,0,0,0,0,323,331,399,0,0,0,0,564,53.6,489,46.4,43,4.1,357,33.9,438,41.6,23,2.2,192,18.2,309,29.3,104,9.9,806,76.5,65.9,2016-17
2017,I.S. 068 ISAAC BILDERSEE,1,283,287,18K068,393,0,0,0,0,0,0,0,117,131,145,0,0,0,0,182,46.3,211,53.7,5,1.3,341,86.8,26,6.6,5,1.3,16,4.1,114,29,76,19.3,273,69.5,56.5,2016-17
2017,I.S. 072 ROCCO LAURIE,1,305,312,31R072,1322,0,0,0,0,0,0,0,431,449,442,0,0,0,0,591,44.7,731,55.3,293,22.2,60,4.5,338,25.6,16,1.2,615,46.5,308,23.3,65,4.9,822,62.2,35.3,2016-17
2017,I.S. 075 FRANK D. PAULO,1,319,322,31R075,1377,0,0,0,0,0,0,0,451,420,506,0,0,0,0,658,47.8,719,52.2,124,9,21,1.5,157,11.4,13,0.9,1062,77.1,320,23.2,21,1.5,462,33.6,19.8,2016-17
2017,I.S. 077,1,285,295,24Q077,1020,0,0,0,0,0,0,0,358,339,323,0,0,0,0,501,49.1,519,50.9,92,9,26,2.5,811,79.5,2,0.2,89,8.7,282,27.6,224,22,902,88.4,65.2,2016-17
